requirement_id,source_section,requirement,implementation_path,verification_command,evidence_path,status,blocker
R11.009,requirements.md §11,MissingConditions,src/coastmas/core/planning.py;src/coastmas/core/llm.py;src/coastmas/app/planning_routes.py;src/coastmas/persistence/planning.py,.venv/bin/python -m pytest tests/unit/test_planning.py tests/integration/test_planning_api.py tests/integration/test_planning_trace.py tests/integration/test_llm_provider.py -q,artifacts/evidence/20260920T105108468819Z-provider-provenance.json,NOT_RUN,确定性规划、API、真实数据库及本地 HTTP 协议测试通过；外部 LLM 凭证缺失，完整 UI 与统一验收未完成
R12.000,requirements.md §12,LLM智能代理,src/coastmas/core/planning.py;src/coastmas/core/llm.py;src/coastmas/app/planning_routes.py;src/coastmas/persistence/planning.py,.venv/bin/python -m pytest tests/unit/test_planning.py tests/integration/test_planning_api.py tests/integration/test_planning_trace.py tests/integration/test_llm_provider.py -q,artifacts/evidence/20260920T105108468819Z-provider-provenance.json,NOT_RUN,确定性规划、API、真实数据库及本地 HTTP 协议测试通过；外部 LLM 凭证缺失，完整 UI 与统一验收未完成
R12.001,requirements.md §12,LLMProvider,src/coastmas/core/planning.py;src/coastmas/core/llm.py;src/coastmas/app/planning_routes.py;src/coastmas/persistence/planning.py,.venv/bin/python -m pytest tests/unit/test_planning.py tests/integration/test_planning_api.py tests/integration/test_planning_trace.py tests/integration/test_llm_provider.py -q,artifacts/evidence/20260920T105108468819Z-provider-provenance.json,NOT_RUN,确定性规划、API、真实数据库及本地 HTTP 协议测试通过；外部 LLM 凭证缺失，完整 UI 与统一验收未完成
R12.002,requirements.md §12,OpenAI-compatible API,src/coastmas/core/planning.py;src/coastmas/core/llm.py;src/coastmas/app/planning_routes.py;src/coastmas/persistence/planning.py,.venv/bin/python -m pytest tests/unit/test_planning.py tests/integration/test_planning_api.py tests/integration/test_planning_trace.py tests/integration/test_llm_provider.py -q,artifacts/evidence/20260920T105108468819Z-provider-provenance.json,NOT_RUN,确定性规划、API、真实数据库及本地 HTTP 协议测试通过；外部 LLM 凭证缺失，完整 UI 与统一验收未完成
R12.003,requirements.md §12,Deterministic Fallback Planner,src/coastmas/core/planning.py;src/coastmas/core/llm.py;src/coastmas/app/planning_routes.py;src/coastmas/persistence/planning.py,.venv/bin/python -m pytest tests/unit/test_planning.py tests/integration/test_planning_api.py tests/integration/test_planning_trace.py tests/integration/test_llm_provider.py -q,artifacts/evidence/20260920T105108468819Z-provider-provenance.json,NOT_RUN,确定性规划、API、真实数据库及本地 HTTP 协议测试通过；外部 LLM 凭证缺失，完整 UI 与统一验收未完成
R12.004,requirements.md §12,理解需求,src/coastmas/core/planning.py;src/coastmas/core/llm.py;src/coastmas/app/planning_routes.py;src/coastmas/persistence/planning.py,.venv/bin/python -m pytest tests/unit/test_planning.py tests/integration/test_planning_api.py tests/integration/test_planning_trace.py tests/integration/test_llm_provider.py -q,artifacts/evidence/20260920T105108468819Z-provider-provenance.json,NOT_RUN,确定性规划、API、真实数据库及本地 HTTP 协议测试通过；外部 LLM 凭证缺失，完整 UI 与统一验收未完成
R12.005,requirements.md §12,拆解任务,src/coastmas/core/planning.py;src/coastmas/core/llm.py;src/coastmas/app/planning_routes.py;src/coastmas/persistence/planning.py,.venv/bin/python -m pytest tests/unit/test_planning.py tests/integration/test_planning_api.py tests/integration/test_planning_trace.py tests/integration/test_llm_provider.py -q,artifacts/evidence/20260920T105108468819Z-provider-provenance.json,NOT_RUN,确定性规划、API、真实数据库及本地 HTTP 协议测试通过；外部 LLM 凭证缺失，完整 UI 与统一验收未完成
R12.006,requirements.md §12,推荐已注册模型,src/coastmas/core/planning.py;src/coastmas/core/llm.py;src/coastmas/app/planning_routes.py;src/coastmas/persistence/planning.py,.venv/bin/python -m pytest tests/unit/test_planning.py tests/integration/test_planning_api.py tests/integration/test_planning_trace.py tests/integration/test_llm_provider.py -q,artifacts/evidence/20260920T105108468819Z-provider-provenance.json,NOT_RUN,确定性规划、API、真实数据库及本地 HTTP 协议测试通过；外部 LLM 凭证缺失，完整 UI 与统一验收未完成
R12.007,requirements.md §12,说明推荐依据,src/coastmas/core/planning.py;src/coastmas/core/llm.py;src/coastmas/app/planning_routes.py;src/coastmas/persistence/planning.py,.venv/bin/python -m pytest tests/unit/test_planning.py tests/integration/test_planning_api.py tests/integration/test_planning_trace.py tests/integration/test_llm_provider.py -q,artifacts/evidence/20260920T105108468819Z-provider-provenance.json,NOT_RUN,确定性规划、API、真实数据库及本地 HTTP 协议测试通过；外部 LLM 凭证缺失，完整 UI 与统一验收未完成
R12.008,requirements.md §12,生成结构化Workflow候选,src/coastmas/core/planning.py;src/coastmas/core/llm.py;src/coastmas/app/planning_routes.py;src/coastmas/persistence/planning.py,.venv/bin/python -m pytest tests/unit/test_planning.py tests/integration/test_planning_api.py tests/integration/test_planning_trace.py tests/integration/test_llm_provider.py -q,artifacts/evidence/20260920T105108468819Z-provider-provenance.json,NOT_RUN,确定性规划、API、真实数据库及本地 HTTP 协议测试通过；外部 LLM 凭证缺失，完整 UI 与统一验收未完成
R12.009,requirements.md §12,凭空创造不存在的模型,src/coastmas/core/planning.py;src/coastmas/core/llm.py;src/coastmas/app/planning_routes.py;src/coastmas/persistence/planning.py,.venv/bin/python -m pytest tests/unit/test_planning.py tests/integration/test_planning_api.py tests/integration/test_planning_trace.py tests/integration/test_llm_provider.py -q,artifacts/evidence/20260920T105108468819Z-provider-provenance.json,NOT_RUN,确定性规划、API、真实数据库及本地 HTTP 协议测试通过；外部 LLM 凭证缺失，完整 UI 与统一验收未完成
R12.010,requirements.md §12,绕过模型注册中心,src/coastmas/core/planning.py;src/coastmas/core/llm.py;src/coastmas/app/planning_routes.py;src/coastmas/persistence/planning.py,.venv/bin/python -m pytest tests/unit/test_planning.py tests/integration/test_planning_api.py tests/integration/test_planning_trace.py tests/integration/test_llm_provider.py -q,artifacts/evidence/20260920T105108468819Z-provider-provenance.json,NOT_RUN,确定性规划、API、真实数据库及本地 HTTP 协议测试通过；外部 LLM 凭证缺失，完整 UI 与统一验收未完成
R12.011,requirements.md §12,绕过科学校验,src/coastmas/core/planning.py;src/coastmas/core/llm.py;src/coastmas/app/planning_routes.py;src/coastmas/persistence/planning.py,.venv/bin/python -m pytest tests/unit/test_planning.py tests/integration/test_planning_api.py tests/integration/test_planning_trace.py tests/integration/test_llm_provider.py -q,artifacts/evidence/20260920T105108468819Z-provider-provenance.json,NOT_RUN,确定性规划、API、真实数据库及本地 HTTP 协议测试通过；外部 LLM 凭证缺失，完整 UI 与统一验收未完成
R12.012,requirements.md §12,直接修改模型参数越界值,src/coastmas/core/planning.py;src/coastmas/core/llm.py;src/coastmas/app/planning_routes.py;src/coastmas/persistence/planning.py,.venv/bin/python -m pytest tests/unit/test_planning.py tests/integration/test_planning_api.py tests/integration/test_planning_trace.py tests/integration/test_llm_provider.py -q,artifacts/evidence/20260920T105108468819Z-provider-provenance.json,NOT_RUN,确定性规划、API、真实数据库及本地 HTTP 协议测试通过；外部 LLM 凭证缺失，完整 UI 与统一验收未完成
R12.013,requirements.md §12,自动认为缺失数据存在,src/coastmas/core/planning.py;src/coastmas/core/llm.py;src/coastmas/app/planning_routes.py;src/coastmas/persistence/planning.py,.venv/bin/python -m pytest tests/unit/test_planning.py tests/integration/test_planning_api.py tests/integration/test_planning_trace.py tests/integration/test_llm_provider.py -q,artifacts/evidence/20260920T105108468819Z-provider-provenance.json,NOT_RUN,确定性规划、API、真实数据库及本地 HTTP 协议测试通过；外部 LLM 凭证缺失，完整 UI 与统一验收未完成
R13.000,requirements.md §13,模型检索与匹配,src/coastmas/core/decomposition.py;src/coastmas/core/matching.py;src/coastmas/app/model_routes.py,.venv/bin/python -m pytest tests/unit/test_decomposition.py tests/unit/test_matching.py tests/integration/test_model_api.py -q,artifacts/evidence/20260920T085803263518Z-model-catalog-full.json,NOT_RUN,组件与真实 API 已验证；完整注册执行审批、多节点规划、前端及统一验收尚未完成
R13.001,requirements.md §13,13.1 Hard Filter,src/coastmas/core/decomposition.py;src/coastmas/core/matching.py;src/coastmas/app/model_routes.py,.venv/bin/python -m pytest tests/unit/test_decomposition.py tests/unit/test_matching.py tests/integration/test_model_api.py -q,artifacts/evidence/20260920T085803263518Z-model-catalog-full.json,NOT_RUN,组件与真实 API 已验证；完整注册执行审批、多节点规划、前端及统一验收尚未完成
R13.002,requirements.md §13,13.2 Soft Ranking,src/coastmas/core/decomposition.py;src/coastmas/core/matching.py;src/coastmas/app/model_routes.py,.venv/bin/python -m pytest tests/unit/test_decomposition.py tests/unit/test_matching.py tests/integration/test_model_api.py -q,artifacts/evidence/20260920T085803263518Z-model-catalog-full.json,NOT_RUN,组件与真实 API 已验证；完整注册执行审批、多节点规划、前端及统一验收尚未完成
R13.003,requirements.md §13,Capability,src/coastmas/core/decomposition.py;src/coastmas/core/matching.py;src/coastmas/app/model_routes.py,.venv/bin/python -m pytest tests/unit/test_decomposition.py tests/unit/test_matching.py tests/integration/test_model_api.py -q,artifacts/evidence/20260920T085803263518Z-model-catalog-full.json,NOT_RUN,组件与真实 API 已验证；完整注册执行审批、多节点规划、前端及统一验收尚未完成
R13.004,requirements.md §13,Input Availability,src/coastmas/core/decomposition.py;src/coastmas/core/matching.py;src/coastmas/app/model_routes.py,.venv/bin/python -m pytest tests/unit/test_decomposition.py tests/unit/test_matching.py tests/integration/test_model_api.py -q,artifacts/evidence/20260920T085803263518Z-model-catalog-full.json,NOT_RUN,组件与真实 API 已验证；完整注册执行审批、多节点规划、前端及统一验收尚未完成
R13.005,requirements.md §13,Semantic Compatibility,src/coastmas/core/decomposition.py;src/coastmas/core/matching.py;src/coastmas/app/model_routes.py,.venv/bin/python -m pytest tests/unit/test_decomposition.py tests/unit/test_matching.py tests/integration/test_model_api.py -q,artifacts/evidence/20260920T085803263518Z-model-catalog-full.json,NOT_RUN,组件与真实 API 已验证；完整注册执行审批、多节点规划、前端及统一验收尚未完成
R13.006,requirements.md §13,Unit Compatibility,src/coastmas/core/decomposition.py;src/coastmas/core/matching.py;src/coastmas/app/model_routes.py,.venv/bin/python -m pytest tests/unit/test_decomposition.py tests/unit/test_matching.py tests/integration/test_model_api.py -q,artifacts/evidence/20260920T085803263518Z-model-catalog-full.json,NOT_RUN,组件与真实 API 已验证；完整注册执行审批、多节点规划、前端及统一验收尚未完成
R13.007,requirements.md §13,Spatial Scale,src/coastmas/core/decomposition.py;src/coastmas/core/matching.py;src/coastmas/app/model_routes.py,.venv/bin/python -m pytest tests/unit/test_decomposition.py tests/unit/test_matching.py tests/integration/test_model_api.py -q,artifacts/evidence/20260920T085803263518Z-model-catalog-full.json,NOT_RUN,组件与真实 API 已验证；完整注册执行审批、多节点规划、前端及统一验收尚未完成
R13.008,requirements.md §13,Temporal Scale,src/coastmas/core/decomposition.py;src/coastmas/core/matching.py;src/coastmas/app/model_routes.py,.venv/bin/python -m pytest tests/unit/test_decomposition.py tests/unit/test_matching.py tests/integration/test_model_api.py -q,artifacts/evidence/20260920T085803263518Z-model-catalog-full.json,NOT_RUN,组件与真实 API 已验证；完整注册执行审批、多节点规划、前端及统一验收尚未完成
R13.009,requirements.md §13,Geometry,src/coastmas/core/decomposition.py;src/coastmas/core/matching.py;src/coastmas/app/model_routes.py,.venv/bin/python -m pytest tests/unit/test_decomposition.py tests/unit/test_matching.py tests/integration/test_model_api.py -q,artifacts/evidence/20260920T085803263518Z-model-catalog-full.json,NOT_RUN,组件与真实 API 已验证；完整注册执行审批、多节点规划、前端及统一验收尚未完成
R13.010,requirements.md §13,CRS,src/coastmas/core/decomposition.py;src/coastmas/core/matching.py;src/coastmas/app/model_routes.py,.venv/bin/python -m pytest tests/unit/test_decomposition.py tests/unit/test_matching.py tests/integration/test_model_api.py -q,artifacts/evidence/20260920T085803263518Z-model-catalog-full.json,NOT_RUN,组件与真实 API 已验证；完整注册执行审批、多节点规划、前端及统一验收尚未完成
R13.011,requirements.md §13,Required Parameter,src/coastmas/core/decomposition.py;src/coastmas/core/matching.py;src/coastmas/app/model_routes.py,.venv/bin/python -m pytest tests/unit/test_decomposition.py tests/unit/test_matching.py tests/integration/test_model_api.py -q,artifacts/evidence/20260920T085803263518Z-model-catalog-full.json,NOT_RUN,组件与真实 API 已验证；完整注册执行审批、多节点规划、前端及统一验收尚未完成
R13.012,requirements.md §13,Validation Status,src/coastmas/core/decomposition.py;src/coastmas/core/matching.py;src/coastmas/app/model_routes.py,.venv/bin/python -m pytest tests/unit/test_decomposition.py tests/unit/test_matching.py tests/integration/test_model_api.py -q,artifacts/evidence/20260920T085803263518Z-model-catalog-full.json,NOT_RUN,组件与真实 API 已验证；完整注册执行审批、多节点规划、前端及统一验收尚未完成
R13.013,requirements.md §13,REJECTED,src/coastmas/core/decomposition.py;src/coastmas/core/matching.py;src/coastmas/app/model_routes.py,.venv/bin/python -m pytest tests/unit/test_decomposition.py tests/unit/test_matching.py tests/integration/test_model_api.py -q,artifacts/evidence/20260920T085803263518Z-model-catalog-full.json,NOT_RUN,组件与真实 API 已验证；完整注册执行审批、多节点规划、前端及统一验收尚未完成
R13.014,requirements.md §13,capability match,src/coastmas/core/decomposition.py;src/coastmas/core/matching.py;src/coastmas/app/model_routes.py,.venv/bin/python -m pytest tests/unit/test_decomposition.py tests/unit/test_matching.py tests/integration/test_model_api.py -q,artifacts/evidence/20260920T085803263518Z-model-catalog-full.json,NOT_RUN,组件与真实 API 已验证；完整注册执行审批、多节点规划、前端及统一验收尚未完成
R13.015,requirements.md §13,data availability,src/coastmas/core/decomposition.py;src/coastmas/core/matching.py;src/coastmas/app/model_routes.py,.venv/bin/python -m pytest tests/unit/test_decomposition.py tests/unit/test_matching.py tests/integration/test_model_api.py -q,artifacts/evidence/20260920T085803263518Z-model-catalog-full.json,NOT_RUN,组件与真实 API 已验证；完整注册执行审批、多节点规划、前端及统一验收尚未完成
R13.016,requirements.md §13,scale fitness,src/coastmas/core/decomposition.py;src/coastmas/core/matching.py;src/coastmas/app/model_routes.py,.venv/bin/python -m pytest tests/unit/test_decomposition.py tests/unit/test_matching.py tests/integration/test_model_api.py -q,artifacts/evidence/20260920T085803263518Z-model-catalog-full.json,NOT_RUN,组件与真实 API 已验证；完整注册执行审批、多节点规划、前端及统一验收尚未完成
R13.017,requirements.md §13,validation evidence,src/coastmas/core/decomposition.py;src/coastmas/core/matching.py;src/coastmas/app/model_routes.py,.venv/bin/python -m pytest tests/unit/test_decomposition.py tests/unit/test_matching.py tests/integration/test_model_api.py -q,artifacts/evidence/20260920T085803263518Z-model-catalog-full.json,NOT_RUN,组件与真实 API 已验证；完整注册执行审批、多节点规划、前端及统一验收尚未完成
R13.018,requirements.md §13,runtime cost,src/coastmas/core/decomposition.py;src/coastmas/core/matching.py;src/coastmas/app/model_routes.py,.venv/bin/python -m pytest tests/unit/test_decomposition.py tests/unit/test_matching.py tests/integration/test_model_api.py -q,artifacts/evidence/20260920T085803263518Z-model-catalog-full.json,NOT_RUN,组件与真实 API 已验证；完整注册执行审批、多节点规划、前端及统一验收尚未完成
R13.019,requirements.md §13,user preference,src/coastmas/core/decomposition.py;src/coastmas/core/matching.py;src/coastmas/app/model_routes.py,.venv/bin/python -m pytest tests/unit/test_decomposition.py tests/unit/test_matching.py tests/integration/test_model_api.py -q,artifacts/evidence/20260920T085803263518Z-model-catalog-full.json,NOT_RUN,组件与真实 API 已验证；完整注册执行审批、多节点规划、前端及统一验收尚未完成
R14.000,requirements.md §14,Workflow Studio,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R14.001,requirements.md §14,拖拽模型,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R14.002,requirements.md §14,连接变量,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R14.003,requirements.md §14,删除连接,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R14.004,requirements.md §14,编辑参数,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R14.005,requirements.md §14,设置输入,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R14.006,requirements.md §14,设置输出,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R14.007,requirements.md §14,检查错误,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R14.008,requirements.md §14,保存Workflow,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R14.009,requirements.md §14,版本化,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R14.010,requirements.md §14,复制Workflow,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R14.011,requirements.md §14,运行Workflow,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R14.012,requirements.md §14,模型名称,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R14.013,requirements.md §14,版本,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R14.014,requirements.md §14,状态,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R14.015,requirements.md §14,输入,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R14.016,requirements.md §14,输出,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R15.000,requirements.md §15,Workflow科学校验,src/coastmas/core/validation.py,make test,,NOT_RUN,尚未实现或验证
R15.001,requirements.md §15,变量语义,src/coastmas/core/validation.py,make test,,NOT_RUN,尚未实现或验证
R15.002,requirements.md §15,单位,src/coastmas/core/validation.py,make test,,NOT_RUN,尚未实现或验证
R15.003,requirements.md §15,空间参考,src/coastmas/core/validation.py,make test,,NOT_RUN,尚未实现或验证
R15.004,requirements.md §15,时间范围,src/coastmas/core/validation.py,make test,,NOT_RUN,尚未实现或验证
R15.005,requirements.md §15,空间尺度,src/coastmas/core/validation.py,make test,,NOT_RUN,尚未实现或验证
R15.006,requirements.md §15,时间尺度,src/coastmas/core/validation.py,make test,,NOT_RUN,尚未实现或验证
R15.007,requirements.md §15,数据类型,src/coastmas/core/validation.py,make test,,NOT_RUN,尚未实现或验证
R15.008,requirements.md §15,Geometry,src/coastmas/core/validation.py,make test,,NOT_RUN,尚未实现或验证
R15.009,requirements.md §15,缺失值,src/coastmas/core/validation.py,make test,,NOT_RUN,尚未实现或验证
R15.010,requirements.md §15,参数范围,src/coastmas/core/validation.py,make test,,NOT_RUN,尚未实现或验证
R15.011,requirements.md §15,上下游依赖,src/coastmas/core/validation.py,make test,,NOT_RUN,尚未实现或验证
R15.012,requirements.md §15,循环依赖,src/coastmas/core/validation.py,make test,,NOT_RUN,尚未实现或验证
R15.013,requirements.md §15,IterativeGroup,src/coastmas/core/validation.py,make test,,NOT_RUN,尚未实现或验证
R15.014,requirements.md §15,iteration,src/coastmas/core/validation.py,make test,,NOT_RUN,尚未实现或验证
R15.015,requirements.md §15,convergence_threshold,src/coastmas/core/validation.py,make test,,NOT_RUN,尚未实现或验证
R15.016,requirements.md §15,max_iterations,src/coastmas/core/validation.py,make test,,NOT_RUN,尚未实现或验证
R16.000,requirements.md §16,场景化模型接口器,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R16.001,requirements.md §16,实际场景,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R16.002,requirements.md §16,实际数据,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R16.003,requirements.md §16,模型输入,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R16.004,requirements.md §16,模型结果,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R16.005,requirements.md §16,地理实体,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R16.006,requirements.md §16,管理结果,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R17.000,requirements.md §17,Scene Workspace,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R17.001,requirements.md §17,新建场景,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R17.002,requirements.md §17,绘制AOI,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R17.003,requirements.md §17,上传AOI,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R17.004,requirements.md §17,选择地理实体,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R17.005,requirements.md §17,选择时间,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R17.006,requirements.md §17,设置情景参数,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R17.007,requirements.md §17,选择数据,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R17.008,requirements.md §17,查看数据覆盖,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R17.009,requirements.md §17,运行预检,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R17.010,requirements.md §17,执行工作流,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R17.011,requirements.md §17,查看结果,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R18.000,requirements.md §18,地理实体体系,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R18.001,requirements.md §18,GeographicEntity,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R18.002,requirements.md §18,coast_segment,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R18.003,requirements.md §18,wetland,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R18.004,requirements.md §18,land_parcel,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R18.005,requirements.md §18,administrative_unit,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R18.006,requirements.md §18,management_unit,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R18.007,requirements.md §18,water_body,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R18.008,requirements.md §18,protection_zone,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R18.009,requirements.md §18,custom,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R18.010,requirements.md §18,id,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R18.011,requirements.md §18,type,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R18.012,requirements.md §18,geometry,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R18.013,requirements.md §18,version,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R18.014,requirements.md §18,valid_from,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R18.015,requirements.md §18,valid_to,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R18.016,requirements.md §18,properties,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R18.017,requirements.md §18,Result Object ID,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R18.018,requirements.md §18,Geographic Entity ID,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R18.019,requirements.md §18,Management Unit ID,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R19.000,requirements.md §19,数据目录,src/coastmas/app/data_routes.py;src/coastmas/app/run_routes.py;src/coastmas/core/data_inspection.py,.venv/bin/python -m pytest tests/integration/test_data_api.py tests/integration/test_run_api.py tests/unit/test_data_inspection.py -q,artifacts/evidence/20260920T092439870312Z-catalog-runs-full.json,NOT_RUN,文件与运行 API 组件已验证；完整数据连接器、科学工作流、UI 与最终验收仍未完成
R19.001,requirements.md §19,上传数据,src/coastmas/app/data_routes.py;src/coastmas/app/run_routes.py;src/coastmas/core/data_inspection.py,.venv/bin/python -m pytest tests/integration/test_data_api.py tests/integration/test_run_api.py tests/unit/test_data_inspection.py -q,artifacts/evidence/20260920T092439870312Z-catalog-runs-full.json,NOT_RUN,文件与运行 API 组件已验证；完整数据连接器、科学工作流、UI 与最终验收仍未完成
R19.002,requirements.md §19,登记URL,src/coastmas/app/data_routes.py;src/coastmas/app/run_routes.py;src/coastmas/core/data_inspection.py,.venv/bin/python -m pytest tests/integration/test_data_api.py tests/integration/test_run_api.py tests/unit/test_data_inspection.py -q,artifacts/evidence/20260920T092439870312Z-catalog-runs-full.json,NOT_RUN,文件与运行 API 组件已验证；完整数据连接器、科学工作流、UI 与最终验收仍未完成
R19.003,requirements.md §19,登记数据库,src/coastmas/app/data_routes.py;src/coastmas/app/run_routes.py;src/coastmas/core/data_inspection.py,.venv/bin/python -m pytest tests/integration/test_data_api.py tests/integration/test_run_api.py tests/unit/test_data_inspection.py -q,artifacts/evidence/20260920T092439870312Z-catalog-runs-full.json,NOT_RUN,文件与运行 API 组件已验证；完整数据连接器、科学工作流、UI 与最终验收仍未完成
R19.004,requirements.md §19,登记HTTP服务,src/coastmas/app/data_routes.py;src/coastmas/app/run_routes.py;src/coastmas/core/data_inspection.py,.venv/bin/python -m pytest tests/integration/test_data_api.py tests/integration/test_run_api.py tests/unit/test_data_inspection.py -q,artifacts/evidence/20260920T092439870312Z-catalog-runs-full.json,NOT_RUN,文件与运行 API 组件已验证；完整数据连接器、科学工作流、UI 与最终验收仍未完成
R19.005,requirements.md §19,搜索,src/coastmas/app/data_routes.py;src/coastmas/app/run_routes.py;src/coastmas/core/data_inspection.py,.venv/bin/python -m pytest tests/integration/test_data_api.py tests/integration/test_run_api.py tests/unit/test_data_inspection.py -q,artifacts/evidence/20260920T092439870312Z-catalog-runs-full.json,NOT_RUN,文件与运行 API 组件已验证；完整数据连接器、科学工作流、UI 与最终验收仍未完成
R19.006,requirements.md §19,过滤,src/coastmas/app/data_routes.py;src/coastmas/app/run_routes.py;src/coastmas/core/data_inspection.py,.venv/bin/python -m pytest tests/integration/test_data_api.py tests/integration/test_run_api.py tests/unit/test_data_inspection.py -q,artifacts/evidence/20260920T092439870312Z-catalog-runs-full.json,NOT_RUN,文件与运行 API 组件已验证；完整数据连接器、科学工作流、UI 与最终验收仍未完成
R19.007,requirements.md §19,预览,src/coastmas/app/data_routes.py;src/coastmas/app/run_routes.py;src/coastmas/core/data_inspection.py,.venv/bin/python -m pytest tests/integration/test_data_api.py tests/integration/test_run_api.py tests/unit/test_data_inspection.py -q,artifacts/evidence/20260920T092439870312Z-catalog-runs-full.json,NOT_RUN,文件与运行 API 组件已验证；完整数据连接器、科学工作流、UI 与最终验收仍未完成
R19.008,requirements.md §19,质量检查,src/coastmas/app/data_routes.py;src/coastmas/app/run_routes.py;src/coastmas/core/data_inspection.py,.venv/bin/python -m pytest tests/integration/test_data_api.py tests/integration/test_run_api.py tests/unit/test_data_inspection.py -q,artifacts/evidence/20260920T092439870312Z-catalog-runs-full.json,NOT_RUN,文件与运行 API 组件已验证；完整数据连接器、科学工作流、UI 与最终验收仍未完成
R19.009,requirements.md §19,版本,src/coastmas/app/data_routes.py;src/coastmas/app/run_routes.py;src/coastmas/core/data_inspection.py,.venv/bin/python -m pytest tests/integration/test_data_api.py tests/integration/test_run_api.py tests/unit/test_data_inspection.py -q,artifacts/evidence/20260920T092439870312Z-catalog-runs-full.json,NOT_RUN,文件与运行 API 组件已验证；完整数据连接器、科学工作流、UI 与最终验收仍未完成
R19.010,requirements.md §19,血缘,src/coastmas/app/data_routes.py;src/coastmas/app/run_routes.py;src/coastmas/core/data_inspection.py,.venv/bin/python -m pytest tests/integration/test_data_api.py tests/integration/test_run_api.py tests/unit/test_data_inspection.py -q,artifacts/evidence/20260920T092439870312Z-catalog-runs-full.json,NOT_RUN,文件与运行 API 组件已验证；完整数据连接器、科学工作流、UI 与最终验收仍未完成
R19.011,requirements.md §19,权限,src/coastmas/app/data_routes.py;src/coastmas/app/run_routes.py;src/coastmas/core/data_inspection.py,.venv/bin/python -m pytest tests/integration/test_data_api.py tests/integration/test_run_api.py tests/unit/test_data_inspection.py -q,artifacts/evidence/20260920T092439870312Z-catalog-runs-full.json,NOT_RUN,文件与运行 API 组件已验证；完整数据连接器、科学工作流、UI 与最终验收仍未完成
